投诉编号,投诉品牌,投诉车系,投诉车型,问题简述,典型问题,投诉时间,投诉状态
499462,东风标致,标致408,2014款 1.8L 自动 豪华版,东风标致408发动机抖动 故障灯亮,发动机:抖动 发动机:故障灯亮 ,2020-07-22,处理反馈
499460,东风日产,逍客,2019款 2.0L CVT 豪华版,东风日产逍客加速时发动机啸叫影响驾驶,发动机:异响 ,2020-07-22,处理反馈
499458,一汽大众,捷达VA3,2019款 1.5L 自动 悦享版,捷达VA3经销商出售库存车与厂家互相推诿,服务态度:互相推诿 销售欺诈:出售库存车 ,2020-07-21,用户评分
499457,保时捷,Cayenne新能源,2020款 Cayenne E-Hybrid Coupé 2.0T,保时捷Cayenne新能源发动机故障灯亮,发动机:故障灯亮 车身附件及电器:影音系统故障 车身附件及电器:倒车雷达失灵 ,2020-07-21,信息审核
499454,吉利汽车,缤瑞,2019款 200T DCT 缤致版,吉利缤瑞发动机故障灯亮 方向刹车失灵,发动机:故障灯亮 转向系统:失灵 制动系统:刹车失灵 车身附件及电器:行车安全辅助系统故障 ,2020-07-21,处理反馈
499451,一汽-大众,速腾,2015款 1.6L  自动 舒适型,一汽大众速腾发动机水泵漏水要求尽快处理,发动机:漏防冻液 ,2020-07-21,处理反馈
499448,北京现代,领动,2019款 1.4T 双离合 炫动·活力型,北京现代领动低速行驶时变速箱顿挫有异响,变速器:异响 变速器:顿挫 ,2020-07-21,信息审核
499445,一汽-大众奥迪,奥迪A6L,2020款 40 TFSI 豪华致雅型,一汽大众奥迪A6L行驶时变速箱和刹车异响,变速器:异响 制动系统:异响 ,2020-07-21,信息审核
499444,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,吉利帝豪GL后备箱无法开启存在安全隐患,车身附件及电器:后备箱故障 ,2020-07-21,处理反馈
499440,东风,凯普特,4.2轻卡,东风凯普特经销商承诺赠送三年质保不兑现,承诺不兑现:服务承诺不兑现 ,2020-07-21,信息审核
499439,一汽-大众奥迪,奥迪Q3,2019款 35 TFSI 进取动感型,一汽大众奥迪Q3天窗出现漏水的现象,车身附件及电器:天窗漏水 ,2020-07-21,信息审核
499436,奇瑞汽车,艾瑞泽GX,2019款 1.5T 自动 新型色版 国VI,奇瑞艾瑞泽GX低速行驶时变速箱有顿挫的现象,变速器:顿挫 ,2020-07-21,处理反馈
499435,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜发白导致亮度低,车身附件及电器:车灯不亮 ,2020-07-21,处理反馈
499431,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5发动机舱内进水 刹车异响 启停失灵,制动系统:异响 车身附件及电器:影音系统故障 车身附件及电器:车身漏水 车身附件及电器:发动机启停系统故障 ,2020-07-21,用户评分
499430,广汽丰田,威兰达,2020款 双擎 2.5L E-CVT 四驱 豪华版,广汽丰田威兰达刹车时有异响4S店不保修,制动系统:异响 车身附件及电器:后视镜故障 服务态度:不予索赔 ,2020-07-21,信息审核
499427,奇瑞捷豹路虎,发现运动版,2020款 249PS R-Dynamic S 性能版,奇瑞捷豹路虎发现运动版行驶时底盘有异响,前后桥及悬挂系统:底盘异响 ,2020-07-21,用户评分
499426,广汽丰田,雷凌,2017款 1.2T G CVT 精英版,广汽丰田雷凌减震器漏油 后备箱生锈 ,前后桥及悬挂系统:减震器漏油 车身附件及电器:车身生锈 车身附件及电器:漆面起泡开裂 车身附件及电器:车内异响 车身附件及电器:中控台异响 ,2020-07-21,信息审核
499425,长城汽车,哈弗M6,2019款 1.5T DCT 两驱 超值版 国VI,哈弗M6启停功能不工作 发动机抖动,发动机:抖动 车身附件及电器:发动机启停系统故障 ,2020-07-21,用户评分
499424,广汽讴歌,讴歌CDX,2019款 1.5T 两驱 悦享版,广汽讴歌CDX踩油门加速时变速箱顿挫,变速器:顿挫 ,2020-07-21,处理反馈
499422,东风乘用车,风神AX7,2019款 1.6T 自动 AI领航型 降税畅享版 国V,东风风神AX7转向回正时存在卡顿现象,转向系统:卡滞 ,2020-07-21,处理反馈
499419,广汽丰田,雷凌,2019款 185T CVT 豪华版 国VI,广汽丰田雷凌座椅滑轨及转向柱生锈,车身附件及电器:车身生锈 ,2020-07-21,信息审核
499418,广汽本田,飞度,2014款 1.5L CVT LX舒适型,广汽本田飞度启动后VTC动作器异响,发动机:异响 ,2020-07-21,处理反馈
499413,上汽通用五菱,五菱宏光S3,2018款 1.5L 手动 豪华型 国V,上汽通用五菱宏光S3发动机抖动渗油,发动机:异响 发动机:漏油 发动机:抖动 ,2020-07-21,信息审核
499409,吉利新能源,嘉际新能源,2019款 1.5TD PHEV 尊享型,吉利嘉际新能源尊享版氛围灯涉嫌虚假宣传,销售欺诈:与宣传不符 ,2020-07-21,处理反馈
499406,吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL后车门和副驾车门锁生锈,车身附件及电器:车身生锈 ,2020-07-21,处理反馈
499403,一汽-大众奥迪,奥迪A6L,2014款 30 FSI CVT  舒适型,一汽大众奥迪A6L天窗漏水希望尽快处理,车身附件及电器:天窗漏水 ,2020-07-21,信息审核
499399,东风日产,逍客,2017款 2.0L CVT 智享版 国V,东风日产逍客后尾灯开裂导致车灯进水,车身附件及电器:灯罩裂纹或变形 ,2020-07-21,处理反馈
499396,广汽本田,锋范,2015款 1.5L 手动 舒适版,广汽本田锋范多次出现启动困难现象,发动机:无法启动 ,2020-07-21,处理反馈
499394,一汽-大众奥迪,奥迪A6L,2014款 TFSI  CVT 标准型,一汽大众奥迪A6L车内异味厂家无回复,车身附件及电器:车内异味 服务态度:不解决问题 服务态度:厂家不回复 ,2020-07-21,信息审核
499393,一汽吉林,森雅R7,2018款 R7C 1.6L 手动 豪华型,一汽吉林森雅R7无法启动 中控锁故障,发动机:无法启动 车身附件及电器:中控锁故障 ,2020-07-21,信息审核
499383,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L车内音响有钟表声音,车身附件及电器:影音系统故障 ,2020-07-21,信息审核
499382,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞中控台严重老化出油,车身附件及电器:仪表台开裂 ,2020-07-21,信息审核
499381,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁行驶途中动力消失,发动机:动力消失 ,2020-07-21,用户评分
499379,江淮汽车,瑞风S3,2015款 1.5L 手动 豪华智能尊享版,江淮瑞风S3轮胎吃胎偏磨刹车异响严重,制动系统:异响 前后桥及悬挂系统:吃胎偏磨 ,2020-07-21,厂家受理
499369,上汽斯柯达,昊锐,2010款 1.4TSI DSG 智雅版,斯柯达昊锐车内异味刺鼻影响身体健康,车身附件及电器:车内异味 ,2020-07-21,处理反馈
499368,奇瑞新能源,奇瑞eQ1,2019款 小蚂蚁 智炫版 4座 35kWh,奇瑞eQ1蓄电池亏电动力电池无法充电,车身附件及电器:动力电池故障 车身附件及电器:充电故障 ,2020-07-21,信息审核
499367,吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL雨刮器电机损坏希望厂家处理问题,车身附件及电器:雨刮器故障 ,2020-07-21,处理反馈
499357,北京奔驰,奔驰GLC,2016款 260 4MATIC 动感型,北京奔驰GLC空调出风口出热风希望处理,车身附件及电器:空调问题 ,2020-07-21,信息审核
499356,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜发白影响照明,车身附件及电器:车灯进水 ,2020-07-21,处理反馈
499353,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI 臻选致雅型,一汽大众奥迪A6L空调异味希望尽快处理,车身附件及电器:空调问题 ,2020-07-21,信息审核
499350,一汽吉林,森雅R7,2017款 1.6L 自动 尊贵型,一汽吉林森雅R7空调压缩机共振希望处理,车身附件及电器:空调问题 ,2020-07-21,信息审核
499348,东风日产,劲客,2017款 1.5L CVT 智行版,东风日产劲客发动机漏油希望处理,发动机:漏油 ,2020-07-21,处理反馈
499344,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,一汽大众探岳大灯透镜发白希望尽快处理,车身附件及电器:车灯不亮 ,2020-07-21,处理反馈
499343,一汽-大众奥迪,奥迪A6L,2019款 45 TFSI quattro 臻选致雅型,一汽大众奥迪A6L怠速抖动 行驶熄火,发动机:抖动 发动机:熄火 ,2020-07-21,信息审核
499342,广汽丰田,汉兰达,2018款 2.0T 两驱 豪华版 7座 国V,广汽丰田汉兰达低速时底盘悬挂异响	,前后桥及悬挂系统:底盘异响 ,2020-07-21,信息审核
499341,一汽-大众,迈腾,2011款 1.4TSI 标准型,一汽大众迈腾双质量飞轮故障希望处理,变速器:异响 ,2020-07-21,处理反馈
499334,华晨宝马,宝马3系,2018款 320Li 时尚型,华晨宝马3系收取金融服务费 强制购买盗抢险,服务收费:变相收费 服务收费:强制购买 ,2020-07-21,信息审核
499333,东风日产,劲客,2017款 1.5L CVT 智行版,东风日产劲客发电机漏油 厂家不承认故障,车身附件及电器:发电机故障 服务态度:否认质量问题 ,2020-07-21,处理反馈
499332,吉利汽车,帝豪,2017款 1.5L CVT 向上版 三厢 百万款,吉利帝豪加速异响 车身抖动影响使用,发动机:异响 发动机:抖动 ,2020-07-21,处理反馈
499330,北京现代,胜达,2013款 2.0T 自动 四驱 顶级型 改款,北京现代胜达电子手刹抱死无法行驶,制动系统:手刹故障 ,2020-07-21,厂家受理
499328,广汽菲克Jeep,自由侠,2018款 互联大屏版 180TS 自动 高能版,广汽菲克Jeep自由侠不明原因导致车身抖动,车身附件及电器:车身共振 ,2020-07-21,信息审核
499326,一汽丰田,亚洲龙,2019款 2.5L Touring 尊贵版 国Ⅵ,一汽丰田亚洲龙中控异响存在质量问题,车身附件及电器:中控台异响 ,2020-07-21,信息审核
499322,北京奔驰,奔驰C级,2015款 180 L,北京奔驰C级雨天时车内有大量的积水,车身附件及电器:天窗漏水 ,2020-07-21,信息审核
499320,长城汽车,哈弗H6 Coupe,2015款 2.0T 自动 两驱精英型,哈弗H6 Coupe发动机烧机油非常严重,发动机:烧机油 ,2020-07-21,处理反馈
499319,华晨中华,中华H530,2014款 1.6L 手动 舒适型,中华H530刹车泵故障 厂家无配件维修,制动系统:刹车泵故障 配件争议:无零配件 ,2020-07-21,信息审核
499317,路虎进口,揽胜运动版,2020款 3.0 L6 HSE DYNAMIC,路虎揽胜运动版防冻液泄漏导致发动机受损,发动机:漏防冻液 ,2020-07-21,处理反馈
499312,众泰汽车,芝麻,2016款 E30 标准型,众泰芝麻充电枪故障 轮毂异响 玻璃水泄漏,车身附件及电器:轮毂问题 车身附件及电器:雨刮器故障 车身附件及电器:充电故障 ,2020-07-21,处理反馈
499311,一汽大众,捷达VA3,2019款 1.5L 手动 悦享版,捷达VA3驾驶室内螺丝脱落要求处理,车身附件及电器:部件异常磨损 ,2020-07-21,处理反馈
499308,东风标致,标致4008,2018款 350THP 精英版,东风标致4008转向时方向盘存在异响,转向系统:异响 ,2020-07-21,处理反馈
499304,广汽丰田,凯美瑞,2019款 双擎 2.5HG 豪华版 国VI,广汽丰田凯美瑞中控屏密封不严导致进灰,车身附件及电器:影音系统故障 ,2020-07-21,用户评分
499302,奇瑞汽车,瑞虎8,2019款 1.6TGDI 自动 精英型,奇瑞瑞虎8厂家赔偿金4S店拒绝核实,承诺不兑现:服务承诺不兑现 ,2020-07-21,厂家受理
499301,东风乘用车,风神AX7,2019款 1.6T 自动 AI领航型 国V,东风风神AX7进气歧管漏油厂家拒绝维修,发动机:漏油 ,2020-07-21,处理反馈
499298,海马汽车,海马S5青春版,2018款 1.6L CVT 豪华型,海马S5青春版售后服务网点少要求解决,服务流程不完善:服务网点少 ,2020-07-21,信息审核
499297,广汽丰田,汉兰达,2012款 2.7 豪华版,广汽丰田汉兰达发动机存在缺陷泄漏机油,发动机:漏油 ,2020-07-21,信息审核
499293,东风标致,标致308,2016款 1.6L 自动 时尚版,东风标致308玛吉斯轮胎开裂影响安全,轮胎:开裂 ,2020-07-21,处理反馈
499281,BEIJING汽车,绅宝X55,2016款 1.5T CVT 精英版,绅宝X55行驶转向卡滞一直未解决,转向系统:卡滞 ,2020-07-21,处理反馈
499279,东风日产,天籁,2013款 2.0L XL 舒适版,东风日产天籁车内沥青异味无法解决,车身附件及电器:车内异味 ,2020-07-21,处理反馈
499278,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱低速行驶异响严重,变速器:异响 ,2020-07-21,处理反馈
499276,一汽大众,捷达VS7,2020款 1.4T 自动 荣耀型,捷达VS7后备箱密封条开裂 贴膜收费不合理,车身附件及电器:密封条损坏 服务收费:变相收费 ,2020-07-21,处理反馈
499273,一汽-大众奥迪,奥迪A4L,2018款 2.0T 时尚型 30周年年型,奥迪A4L行驶时变速箱顿挫异响 刹车异响,变速器:异响 变速器:顿挫 制动系统:异响 ,2020-07-21,信息审核
499272,上汽斯柯达,昊锐,2009款 1.8TSI 自动 贵雅版,斯柯达昊锐车内异味严重一直无法解决,车身附件及电器:车内异味 ,2020-07-21,厂家受理
499271,一汽丰田,亚洲龙,2019款 双擎 2.5L 豪华版 国Ⅵ,一汽丰田亚洲龙格栅隔板故障一直没有配件 ,发动机:故障灯亮 配件争议:无零配件 ,2020-07-21,信息审核
499270,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,捷达VS5玲珑轮胎有裂痕希望厂家处理,轮胎:开裂 ,2020-07-21,处理反馈
499268,广汽丰田,雷凌,2019款 185T CVT 豪华版 国V,广汽丰田雷凌车身与后保险杠明显色差,车身附件及电器:车身有色差 ,2020-07-21,处理反馈
499266,东风本田,哥瑞,2016款 1.5L CVT 经典版,东风本田哥瑞动作器异响 曲轴油封漏油,发动机:异响 变速器:漏油 ,2020-07-21,信息审核
499265,北京现代,名图,2017款 1.8L 自动 智能型 GLS 国V,北京现代名图发动机无法启动一直没有维修好,发动机:无法启动 ,2020-07-21,厂家受理
499262,东风启辰,启辰T70,2019款 2.0L CVT 睿享版 国V,启辰T70更换减震器后减震效果差,前后桥及悬挂系统:减震器过硬 ,2020-07-21,信息审核
499260,江淮汽车,瑞风S3,2016款 1.5L 手动 豪华智能型,江淮瑞风S3前轮吃胎偏磨存在质量问题,前后桥及悬挂系统:吃胎偏磨 ,2020-07-21,处理反馈
499256,东风本田,本田XR-V,2017款 1.5L LXi CVT 经典版,东风本田XR-V中控位置异响希望尽快处理,车身附件及电器:中控台异响 ,2020-07-21,信息审核
499251,东风本田,本田CR-V,2019款 耀目版 240TURBO CVT 两驱 舒适版 国VI,东风本田CR-V刹车泵故障导致刹车踏板回位慢,制动系统:异响 制动系统:刹车泵故障 ,2020-07-21,信息审核
499250,上汽集团,名爵3,2011款 1.3 AMT 舒适版,上汽名爵3正时链条拉长引起发动机跳齿,发动机:正时链条及齿轮故障 ,2020-07-21,处理反馈
499249,东风悦达起亚,焕驰,2019款 1.4L 手动 智享版Value 国V,东风悦达起亚焕驰挂挡困难耐克森轮胎有裂纹,变速器:顿挫 变速器:无法换挡 轮胎:开裂 ,2020-07-21,处理反馈
499246,上汽斯柯达,速派,2016款 TSI330 DSG 创行版,斯柯达速派变速箱故障灯亮无法挂倒挡,变速器:无法换挡 变速器:故障灯亮 ,2020-07-21,处理反馈
499243,上汽大众,朗逸,2013款 1.4TSI DSG舒适版,上汽大众朗逸变速箱异响 曲轴油封漏油,发动机:漏油 变速器:异响 ,2020-07-21,处理反馈
499241,一汽丰田,亚洲龙,2019款 2.0L 豪华版 国VI,一汽丰田亚洲龙4S店贴膜后玻璃有划痕,人员技术:修出新问题 人员技术:操作不规范 ,2020-07-21,信息审核
499238,东风雪铁龙,雪铁龙C4L,2015款 1.2T 自动 尊贵版,东风雪铁龙C4L更换发动机后增压器失灵,发动机:涡轮增压器故障 人员技术:修出新问题 ,2020-07-21,处理反馈
499236,东风雪铁龙,世嘉,2013款 1.6L 手动 CNG品尚型 三厢,东风雪铁龙世嘉大灯和示宽灯自动亮起,车身附件及电器:灯组开关故障 ,2020-07-21,处理反馈
499235,东风日产,楼兰,2019款 2.5L XL 两驱 智联豪华版 国V,东风日产楼兰赠送保养承诺不兑现,承诺不兑现:销售承诺不兑现 ,2020-07-21,处理反馈
499229,一汽-大众,迈腾,2017款 330TSI DSG 领先型,一汽大众迈腾行驶中变速箱无法加速,变速器:故障灯亮 变速器:无法加速 变速器:滑阀箱故障 ,2020-07-21,处理反馈
499228,广汽丰田,凯美瑞,2008款 240G 2.4 自动 豪华版,广汽丰田凯美瑞中控仪表台出油反光,车身附件及电器:仪表台开裂 ,2020-07-21,处理反馈
499227,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国V,一汽大众迈腾车身多次漏水要求厂家解决,车身附件及电器:车身漏水 ,2020-07-21,处理反馈
499226,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸车内存在异味影响身体健康,车身附件及电器:车内异味 ,2020-07-21,处理反馈
499225,江淮汽车,瑞风S3,2014款 1.5L 手动 豪华智能型,江淮瑞风S3车身大梁开裂要求厂家给予解决,前后桥及悬挂系统:前后桥断裂 ,2020-07-21,处理反馈
499219,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408固特异轮胎裂痕 漏气,轮胎:开裂 轮胎:胎压偏低 ,2020-07-21,厂家受理
499218,吉利汽车,吉利EC8,2011款 2.0L 自动 标准版,吉利EC8钥匙丢失后4S店无法重新匹配,配件争议:无零配件 ,2020-07-21,用户评分
499210,广汽本田,雅阁,2018款 260TURBO 精英版 国V,广汽本田雅阁高速行驶中动力突然消失,发动机:动力消失 ,2020-07-21,用户评分
499208,一汽-大众,速腾,2020款 280TSI DSG 舒适型 国VI,一汽大众速腾上坡辅助功能与宣传不符,销售欺诈:与宣传不符 ,2020-07-21,处理反馈
499206,上汽斯柯达,速派,2016款 TSI280  DSG 前行版,斯柯达速派发动机特定转速区间车身抖动,车身附件及电器:车身共振 ,2020-07-21,处理反馈
499204,广汽本田,凌派,2019款 180Turbo CVT 舒适版 国VI,广汽本田凌派发动机故障灯亮要求处理,发动机:故障灯亮 ,2020-07-21,处理反馈
499199,东风雪铁龙,雪铁龙C4L,2014款 1.6THP 自动 车载互联劲智型,东风雪铁龙C4L发动机烧机油希望尽快解决,发动机:烧机油 ,2020-07-21,处理反馈
499195,吉利汽车,帝豪GL,2018款 1.8L 自动 精英智联型,吉利帝豪GL发动机疑似连杆异响希望尽快处理,发动机:异响 ,2020-07-21,处理反馈
499193,比亚迪,比亚迪S7,2015款 2.0T 升级版 自动 尊贵型,比亚迪S7天窗漏水 变速器脱挡无法加速,变速器:无法加速 变速器:脱挡 车身附件及电器:天窗漏水 ,2020-07-21,用户评分
499190,长安汽车,长安欧尚A800,2017款 1.6L 手动 豪华型 国V,长安欧尚A800经销商救援收费不标准,服务收费:价格不透明 ,2020-07-21,厂家受理
